Wahlkreisnummer,Wahlkreisname,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,FDP_Erststimmen_rel,AfD_Erststimmen_rel,Initiative_Gegenwind_Erststimmen_rel,GRÜNE_Zweitstimmen_rel,Volt_Erststimmen_rel,SPD_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,BSW_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Die_Linke_Erststimmen_rel,Initiative_Gegenwind_Zweitstimmen_rel,FDP_Zweitstimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,Bündnis_C_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,dieBasis_Zweitstimmen_rel,CDU_Zweitstimmen_rel,Die_PARTEI_Erststimmen_rel,ÖDP_Erststimmen_rel,AfD_Zweitstimmen_rel,Die_Linke_Zweitstimmen_rel,Gültige_Erststimmen_rel,BSW_Erststimmen_rel,SPD_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,MLPD_Erststimmen_rel,Volkmar_Raidt_Erststimmen_rel,Parteilos_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,Ungültige_Erststimmen_rel,Die_PARTEI_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,Volt_Zweitstimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Bündnis_C_Erststimmen_rel,Gültige_Zweitstimmen_rel,Ungültige_Zweitstimmen_rel,Volkmar_Raidt_Zweitstimmen_rel
280,Calw,197556.0,,,,163676.0,,1275.0,162401.0,63396.0,20936.0,13187.0,6842.0,39321.0,6312.0,,5818.0,2426.0,,1523.0,,2021.0,,619.0,,,,,,,868.0,162808.0,55072.0,19865.0,14354.0,9667.0,41608.0,7650.0,536.0,2671.0,1520.0,505.0,898.0,322.0,1325.0,28.0,264.0,6523.0,,,,,,0.00017198172079996069,0.001977789789199548,,0.0421302824489997,0.24212289333193762,,0.08816520072723699,0.009378021071298821,0.12891546234321216,0.035824902556018744,0.014938331660519331,,0.040065598742076554,0.0038115528845265732,0.03886675574657791,,0.05937668910618643,0.016405827723453392,0.008138420716426712,0.3903670543900592,,,0.0032922215124563904,0.33826347599626555,,,0.25556483710874156,0.046987863004274974,1.0,,0.12201488870325783,0.001621541938971058,0.081200238914785,,,,0.009336150557712152,0.007850936878467498,0.0031018131787135766,,0.005515699474227311,,0.012444504652064951,1.0,0.0053314333447987815,
281,Freiburg,228338.0,,,,196060.0,,1297.0,194763.0,47806.0,30485.0,63281.0,5542.0,20008.0,19518.0,,2574.0,,1842.0,3469.0,,,238.0,,,,,,,,795.0,195265.0,43343.0,29933.0,51966.0,8284.0,20285.0,27165.0,463.0,1400.0,1649.0,903.0,2140.0,373.0,275.0,74.0,156.0,6856.0,,,,,,0.0003789721660307787,0.0019102245666146006,,0.02845509670728013,0.10272998464800809,,0.2661306429723709,0.01781139128068473,0.1565235696718576,0.013216062599158978,,,0.035111259058202955,,0.10021410637544093,,0.0424243976134996,0.00716974368166338,0.001408342508898164,0.24545729938438,,,0.002371136660435818,0.22197014313881136,0.009457648526670876,,0.10388446470181548,0.1391186336517041,1.0,,0.15329424115944998,0.0007989142959567767,0.32491284278841465,0.0012219980181040547,,,0.008444933807902082,0.006659375754121676,0.004624484674672881,,0.010959465341971168,,,1.0,0.004071390162087419,
282,Lörrach-Müllheim,229946.0,,,,187831.0,,1465.0,186366.0,61900.0,32288.0,29238.0,5810.0,32848.0,11325.0,,10174.0,,,2783.0,,,,,,,,,,,1052.0,186779.0,54618.0,29798.0,28450.0,9156.0,33960.0,12651.0,601.0,3622.0,2005.0,922.0,1528.0,351.0,508.0,66.0,198.0,8345.0,,,,,,0.0003533587823042205,0.0018792262513451727,,0.031175214363134907,0.17625532554221263,,0.15231905085689504,0.014932981337797666,0.1732504856035972,0.054591502741916445,,,0.04467847027770788,,0.06076752197289205,,0.04902050016329459,0.0193919016591801,0.002719791839553697,0.3321421289290965,,,0.003217706487346008,0.29242045411957446,,,0.18181915525835346,0.06773245386258626,1.0,,0.15953613628941155,0.0010600763469126614,0.15688483950935256,,,,0.010734611492726698,0.007860875910842106,0.0049363151103710805,,0.008180791202437105,,,1.0,0.005632324833091514,
283,Emmendingen-Lahr,218790.0,,,,182330.0,,1463.0,180867.0,66980.0,40198.0,18327.0,5693.0,34276.0,8518.0,,6875.0,,,,,,,,,,,,,,1021.0,181309.0,58417.0,28144.0,23990.0,8496.0,35303.0,10694.0,509.0,3352.0,2073.0,880.0,1229.0,391.0,284.0,44.0,193.0,7310.0,,,,,,0.00024267962428781804,0.0021565393885576555,,0.031476167570645835,0.1895094185230031,,0.13231554969692624,,0.22225170981992293,0.038011356411064484,,,0.04031791030781704,,0.04709537947773779,,0.04685922927157504,0.0184877750139265,0.0015663866658577345,0.37032736762372354,,,0.0028073620173295314,0.32219580936412423,,,0.1947117903689282,0.05898217959395286,1.0,,0.15522671240809888,0.0010644810792624746,0.10132860057390237,,,,0.011433519571560155,0.008088816644274523,0.004853592485756361,,0.006778483142039281,,,1.0,0.005631270372678686,
284,Offenburg,204663.0,,,,167895.0,,1709.0,166186.0,63491.0,21577.0,20488.0,7405.0,34411.0,8988.0,,7685.0,,,2141.0,,,,,,,,,,,1094.0,166801.0,56002.0,22195.0,18512.0,8781.0,36359.0,9490.0,718.0,3182.0,1564.0,683.0,1164.0,261.0,183.0,29.0,155.0,7523.0,,,,,,0.0001738598689456298,0.0015647388205106685,,0.044558506733419184,0.2070631701828072,,0.1109825480662586,0.012883155019075013,0.12983644831694607,0.04624336586716089,,,0.045101648071654246,,0.05408397819310893,,0.052643569283157776,0.019076624240861866,0.001097115724725871,0.38204782592998204,,,0.004304530548378007,0.33574139243769524,,,0.21797830948255706,0.05689414332048369,1.0,,0.13306275142235358,0.000929251023674918,0.12328354975750064,,,,0.009376442587274656,0.010283658069873516,0.004094699672064316,,0.006978375429403901,,,1.0,0.006558713676776518,
285,Rottweil-Tuttlingen,196201.0,,,,161406.0,,1586.0,159820.0,62241.0,17696.0,12461.0,8723.0,43998.0,7144.0,,4794.0,,,2763.0,,,,,,,,,,,1145.0,160261.0,55063.0,17306.0,12443.0,9737.0,43400.0,7540.0,632.0,2350.0,1504.0,637.0,1264.0,522.0,356.0,30.0,229.0,7248.0,,,,,,0.00018719463874554632,0.0032571867141725063,,0.05458015267175573,0.2752972093605306,,0.0776420963303611,0.017288199224127145,0.11072456513577775,0.02999624577649856,,,0.04522622472092399,,0.044700287823801775,,0.06075713991551282,0.014663580035067795,0.0022213763797804833,0.389444374921787,,,0.003943567056239509,0.34358327977486725,,,0.27080824405189036,0.047048252538047314,1.0,,0.10798634727101415,0.0014289190757576704,0.07796896508572143,,,,0.009384691222443389,0.009923664122137405,0.0039747661626971,,0.007887134112479018,,,1.0,0.0071445953787883515,
286,Schwarzwald-Baar,160370.0,,,,131136.0,,1065.0,130071.0,55045.0,19395.0,9979.0,4524.0,29141.0,5295.0,,2933.0,,,1499.0,,,,,,,,2260.0,,,905.0,130231.0,44340.0,16814.0,12895.0,6873.0,30951.0,6591.0,481.0,2066.0,1243.0,502.0,929.0,232.0,285.0,47.0,172.0,5810.0,,,,,,0.00036089717501977254,0.0017814498852039837,,0.03478100422077173,0.2240391786024556,,0.09901636323148866,0.011524475094371536,0.1491108702170353,0.022549223116605545,,,0.044613033763082524,,0.040708536107202986,,0.052775452849168014,0.015864118374273407,0.0021884190400135142,0.42319194901246243,,,0.003693437046478949,0.3404719306463131,,,0.23766230774546768,0.05061006979904938,1.0,,0.12910904469749906,0.0013207300873064017,0.07671963773631324,,,0.017375125892781635,0.00954457847977824,0.008187835874253292,0.003854688975743103,,0.007133478204114228,,,1.0,0.006949190284955195,
287,Konstanz,207094.0,,,,170740.0,,1169.0,169571.0,63922.0,26451.0,25390.0,7363.0,29584.0,9987.0,,3341.0,,,2911.0,,,,,,,622.0,,,,794.0,169946.0,51150.0,22599.0,28614.0,9833.0,31134.0,12660.0,466.0,1929.0,1349.0,872.0,1691.0,301.0,219.0,48.0,148.0,6933.0,,,,,,0.00028244265825615194,0.001771150836147953,,0.043421339733798824,0.17446379392702763,0.0036680800372705237,0.1683711296529486,0.017166850463817517,0.155987757340583,0.019702661422059196,,,0.04079531145187295,,0.05889568381385968,,0.057859555388182125,0.011350664328669107,0.0012886446282936934,0.3769630420295923,,,0.002742047473903475,0.30097795770421193,,,0.18319936921139657,0.07449425111506008,1.0,,0.13297753404022455,0.0008708648629564685,0.14973079123199132,,,,0.00793781554140727,0.006893867465545406,0.0051310416249867605,,0.009950219481482354,,,1.0,0.004672072305320514,
288,Waldshut,176269.0,,,,145432.0,,1029.0,144403.0,54464.0,26960.0,16809.0,5169.0,26708.0,6839.0,1372.0,4321.0,,,1761.0,,,,,,,,,,,761.0,144671.0,48694.0,20751.0,19776.0,7212.0,27608.0,8199.0,623.0,2411.0,1207.0,541.0,1184.0,286.0,220.0,41.0,176.0,5742.0,,,,,,0.000283401649259354,0.0019768993094676887,,0.035795655214919356,0.18495460620624224,,0.13669636623787768,0.01219503749922093,0.18669972230493825,0.02992320104152961,,,0.039690055367005136,,0.04736051190072228,,0.049851041328255144,0.01666539942351957,0.0015206917765136067,0.3771666793626171,0.009501187648456057,,0.004306322621672623,0.3365843880252435,,,0.19083299348176205,0.05667341761652301,1.0,,0.14343579570197207,0.0012165534212108854,0.11640339882135413,,,,0.00834306806478147,0.007125890736342043,0.003739519323153915,,0.00818408665178232,,,1.0,0.0052602110996675215,
289,Reutlingen,197838.0,,,,165466.0,,1264.0,164202.0,63189.0,22440.0,20868.0,9115.0,32481.0,9120.0,,4645.0,,2054.0,,,,290.0,,,,,,,,812.0,164654.0,53652.0,21626.0,20122.0,10605.0,34595.0,9970.0,443.0,2127.0,1310.0,766.0,993.0,269.0,363.0,73.0,195.0,7545.0,,,,,,0.00044335394220608063,0.0016337289103210367,,0.05551089511699005,0.19781123250630323,,0.1222077811653528,,0.13666094201045054,0.028288327791378912,,,0.04582336293075176,,0.05554134541601199,,0.06440778845336281,0.012917997740716898,0.0022046230276822915,0.3848247889794278,,,0.0026904903616067634,0.3258469274964471,0.01250898283821147,,0.21010725521396384,0.06055121649033731,1.0,,0.13134208704313288,0.0011843016264409003,0.12708736799795373,0.001766117343272311,,,0.007956077593013228,0.007697835592745521,0.004652179722326818,,0.006030828282337508,,,1.0,0.00493155343933339,
290,Tübingen,199799.0,,,,172209.0,,1209.0,171000.0,54250.0,22148.0,42175.0,6244.0,26760.0,10520.0,,3861.0,,1667.0,1802.0,,,,,,,,,1573.0,,732.0,171477.0,48875.0,23886.0,32947.0,8579.0,27676.0,16466.0,407.0,1756.0,1152.0,719.0,1280.0,332.0,278.0,88.0,204.0,6832.0,,,,,,0.0005131883576223051,0.0019361197128477871,,0.03651461988304094,0.15649122807017543,,0.1921365547566146,0.010538011695906433,0.1295204678362573,0.022578947368421053,,,0.039842077946313496,,0.06152046783625731,,0.05003003318229267,0.010240440408917814,0.0016212086752159182,0.3172514619883041,,,0.0023734961540031606,0.2850236474862518,0.009748538011695906,,0.16139773847221492,0.09602453973419176,1.0,,0.13929564897916338,0.0011896639199426163,0.2466374269005848,,0.009198830409356725,,0.006718102136146539,0.007070175438596491,0.004192982149209515,,0.00746455792905171,,,1.0,0.004268794065676446,
291,Ulm,223539.0,,,,190052.0,,1282.0,188770.0,73229.0,25216.0,29343.0,6700.0,34984.0,9376.0,,3799.0,2962.0,,1717.0,,,218.0,1226.0,,,,,,,932.0,189120.0,64118.0,25474.0,25669.0,9748.0,36440.0,12210.0,530.0,2556.0,1751.0,737.0,1289.0,409.0,297.0,76.0,439.0,7377.0,,,,,,0.00040186125211505924,0.0021626480541455163,,0.035492927901679294,0.18532605816602216,,0.13572863790186127,0.009095724956296021,0.1335805477565291,0.02012501986544472,0.01569105260369762,,0.039006979695431473,0.006494676060814748,0.049668909254648515,,0.05154399323181049,0.013515228426395938,0.0015704314720812183,0.3879271070615034,,,0.0028024534686971235,0.3390334179357022,,,0.1926818950930626,0.06456218274111675,1.0,,0.13469754653130286,0.0023212774957698814,0.15544313185357844,0.0011548445197859828,,,0.009258671742808798,0.0067913333686496795,0.0038969966159052454,,0.006815778341793571,,,1.0,0.004928087986463621,
292,Biberach,169789.0,,,,144530.0,,1020.0,143510.0,58651.0,18225.0,14819.0,5555.0,32075.0,5447.0,,4638.0,2401.0,,1699.0,,,,,,,,,,,788.0,143742.0,55024.0,14951.0,14064.0,7298.0,33315.0,6496.0,613.0,2696.0,1258.0,558.0,885.0,576.0,273.0,29.0,215.0,5491.0,,,,,,0.00020175035828080866,0.0040071795299912345,,0.038708103964880496,0.22350358860009756,,0.09784196685728597,0.01183889624416417,0.12699463452024248,0.03231830534457529,0.01673054142568462,,0.038200386804135185,,0.0379555431677235,,0.05077152119770144,0.018755826411208973,0.0018992361314020955,0.4086892899449516,,,0.004264585159521921,0.3827969556566626,,,0.23176942021121175,0.045192080254901144,1.0,,0.10401274505711622,0.0014957354148404781,0.1032610967876803,,,,0.008751791404043356,0.007107518639816041,0.003881955169679008,,0.006156864382017782,,,1.0,0.005482044218113008,
293,Bodensee,173329.0,,,,145122.0,,1102.0,144020.0,57654.0,21967.0,18268.0,4629.0,29316.0,6089.0,,3534.0,,,2332.0,,,231.0,,,,,,,,770.0,144352.0,50583.0,18778.0,19560.0,8286.0,27287.0,8004.0,507.0,2020.0,1053.0,585.0,1117.0,313.0,209.0,50.0,153.0,5847.0,,,,,,0.0003463755264908003,0.0021683107958324096,,0.03214136925427024,0.20355506179697264,,0.13550210596320106,0.016192195528398835,0.15252742674628525,0.02453825857519789,,,0.040505154067834184,,0.042278850159700045,,0.057401352250055424,0.01399357127022833,0.001447849700731545,0.4003194000833218,,,0.0035122478386167147,0.350414265129683,,,0.18903097982708933,0.055447794280647306,1.0,,0.13008479272888496,0.001059909111061849,0.12684349395917233,0.0016039438966810166,,,0.007294668587896253,0.007651715039577837,0.004052593659942363,,0.007738029261804478,,,1.0,0.005334183107958324,
294,Ravensburg,188226.0,,,,157997.0,,1224.0,156773.0,60700.0,17209.0,23870.0,8948.0,29160.0,9809.0,,4667.0,,,2410.0,,,,,,,,,,,761.0,157236.0,55057.0,18446.0,20841.0,8525.0,29900.0,10188.0,730.0,2667.0,1232.0,716.0,1308.0,623.0,270.0,46.0,169.0,6518.0,,,,,,0.00029255386807092523,0.003962196952351879,,0.05707615469500488,0.18600141606016343,,0.1325459818362207,0.015372545017318034,0.1097701772626664,0.029769156678764837,,,0.041453611132310664,,0.06256817181529983,,0.05421786359357908,0.01696176448141647,0.0017171640082423872,0.3871840176561015,,,0.00464270268895164,0.35015518074741153,,,0.1901600142461014,0.06479432191101274,1.0,,0.11731410109644101,0.0010748174718257905,0.1522583608146811,,,,0.00783535577094304,0.007807466846969822,0.004553664555190923,,0.008318705639929787,,,1.0,0.0048398585565646544,
295,Zollernalb-Sigmaringen,180742.0,,,,148786.0,,1625.0,147161.0,54652.0,28895.0,7836.0,6169.0,38498.0,5850.0,,3849.0,,,,,,318.0,1094.0,,,,,,,865.0,147921.0,54043.0,16343.0,11151.0,8083.0,38788.0,7256.0,455.0,2053.0,1305.0,613.0,654.0,285.0,232.0,101.0,366.0,6193.0,,,,,,0.0006827968983443866,0.0019267041190905957,,0.041920073932631606,0.2616046370981442,,0.07538483379641836,,0.19634957631437677,0.0261550274869021,,,0.04186694248957214,0.0074340348325983106,0.0397523800463438,,0.05464403296354135,0.013879030022782431,0.0015684047565930463,0.3713755682551763,,,0.0030759662252148106,0.36535042353688796,,,0.262221050425565,0.049053210835513554,1.0,,0.11048465059051792,0.0024742937108321334,0.05324780342617949,0.0021608986076474064,,,0.008822276755835886,0.011042327790651056,0.004144103947377316,,0.004421278925913157,,,1.0,0.005847716010573212,
BW,Baden-Württemberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
